,Target,features
1976,1.0,"(165.3497657775879, 56.83253627017018, 524924, 31646, 0.0065867115676781, 817.5292011791142, 0.37301000967331227, 1.0161485010199833, 1.7008840902256448, 3.383756695543988, 2.439697066993102)"
1977,1.0,"(119.96389484405518, 62.60639317878693, 522164, 35957, 0.005075161776514047, 815.3771235674272, -0.9639595253504589, -1.559727845067286, -0.9203979686298737, -1.695523561552257, 0.3805645678350642)"
1978,1.0,"(133.25989437103271, 62.74719627808352, 528041, 37818, 0.00463959844124471, 819.9528537919116, -0.916889742924554, -0.8482935765062591, -1.4504950777540317, -3.0984950666285545, -1.287321342630423)"
1979,0.0,"(98.64003658294678, 66.0960770085485, 508908, 31312, 0.0065227018176543744, 804.9607383171444, -0.7585569386434858, -0.7750798514812167, -1.4268435619411797, -2.832884721036158, 0.9055757075292697)"
1980,1.0,"(133.8219337463379, 61.73896779172013, 527514, 38462, 0.00448105347957705, 819.5435834666907, -0.5994864605105977, -0.7292601808362587, -1.6497815722822409, -3.3533486981714264, -1.993107857150392)"
1981,1.0,"(108.97984027862549, 33.22742253268242, 523044, 66011, 0.0015083963217726608, 816.0639095294305, -0.5193446443498625, -0.734264841096482, -0.7129608407273755, -1.5532210771929467, -1.0656916984094353)"
1982,1.0,"(123.63924407958984, 64.44570455664586, 525341, 37499, 0.004694742617542852, 817.8538596049511, -0.7943165418787999, -0.844399074300193, -1.9420149389323198, -3.916032464775482, -2.363151633355401)"
1983,1.0,"(116.3078498840332, 82.87304702935228, 460452, 41289, 0.0033941067584594667, 765.6798905890079, 0.7820289037540298, 3.705096287590207, 7.424116843838211, -14.32785113620122, -9.278126652937845)"
1984,0.0,"(161.54723739624023, 40.78316021811649, 534910, 33449, 0.006007922253563385, 825.2687834119778, -0.9429107704466302, -0.8678917084908246, -1.8547353567623432, -3.370784673226176, 2.0103540029414146)"
1985,0.0,"(119.21632766723633, 52.197729230661466, 526689, 43273, 0.0035345172271566317, 818.9024743991303, 0.6030541097672515, 1.5430497346484175, 3.965464156936215, -7.672493382253187, -4.799417375942777)"
1986,0.0,"(150.41090393066406, 55.45282558717244, 534390, 45838, 0.003196074294003523, 824.8675531932528, -0.5653961436532733, -0.497646458145791, -1.9460030031326168, -3.940278987957451, -2.0774172768630823)"
1987,1.0,"(105.00600910186768, 38.34493799256873, 525881, 56622, 0.0020612322711500096, 818.2740891809249, -0.306149068368531, 0.05286842420677984, 0.2714407879416977, 0.255876636505781, 0.324399047930184)"
1988,1.0,"(129.71284675598145, 67.4470035448988, 523046, 33603, 0.005820947003484342, 816.0654697483211, -0.9408181556554758, -1.293412165268102, -2.195646538253861, -4.544858257257682, -2.796735372400478)"
1989,0.0,"(108.88617038726807, 59.19189624037535, 533458, 41456, 0.0039006349265887645, 824.1479363896572, -0.7052389809843517, -0.6597878045514997, -1.0779193717415463, -2.12527775119019, 0.8394029342808258)"
1990,0.0,"(113.40492248535156, 64.05022752136345, 527748, 45425, 0.0032140052971186394, 819.7253340326214, -0.7247627144861174, -0.7074460874742033, -1.1611257802600299, 2.2706907275181014, 1.5147982008291363)"
1991,0.0,"(82.06293678283691, 58.69974085922777, 503905, 79656, 0.0009979793233601867, 800.994240172657, 0.00846683712696796, 1.1505965434852343, 0.23885585048408808, -1.040751660475193, -1.0873643952222334)"
1992,1.0,"(169.9149875640869, 55.22702917496942, 522509, 39403, 0.004229071834300627, 815.6464437978168, -0.698655739762155, -1.2773177079284708, -2.235347594666432, -4.480995738397658, -2.873832936367712)"
1993,1.0,"(155.09863185882568, 67.05878244210317, 537089, 48528, 0.0028659679927339277, 826.9479752936479, 0.7223013702065771, 2.786763012557971, 4.032510069366445, -7.806661751046202, -5.4281059000777505)"
1994,0.0,"(135.38192081451416, 40.243023783452514, 535909, 84462, 0.0009440134730491336, 826.0390615337003, -0.43398440499982727, 0.6252699413172159, 0.6051772297911803, -1.6295679050983827, -1.6407795259178124)"
1995,0.0,"(83.39686489105225, 70.92125249282233, 459337, 37657, 0.0040705196626637285, 764.752268881901, -0.655675443610608, -0.8890152047103186, -1.5084027572010064, -2.9369085780573765, -1.861250732770404)"
1996,1.0,"(111.50998210906982, 69.648846715163, 518288, 37988, 0.004513237199026553, 812.3452327438735, -0.9419901249354128, -1.305668166594478, -2.209382278223698, -4.513780822117503, -2.858377497642227)"
1997,0.0,"(103.71993350982666, 47.309527341248696, 523364, 77777, 0.0010872047342049256, 816.3135066203264, -0.6587692714358274, -1.039213821728848, -1.487184686757156, -2.8922603229333714, -1.8895486331250833)"
1998,1.0,"(161.9411849975586, 74.06070793179956, 523071, 36620, 0.004901554396492314, 816.0849722327733, 0.6057597760056175, 2.1572520350805027, 3.340410380263684, 6.783098821545588, -4.9065340400094835)"
1999,1.0,"(144.13529300689697, 67.23322849706655, 532394, 38992, 0.004400398345695829, 823.3256307073965, -1.0150497104376457, -1.6244957025587652, 0.7070333419928906, -0.8515537441834599, 0.08109589367823902)"
2000,0.0,"(163.57958602905273, 45.19596275329142, 531436, 29794, 0.007523210399324135, 822.5845431904711, -0.8611887859655377, -1.496975115117026, -2.3951763711485015, -4.698803747672931, -3.131313064217035)"
2001,1.0,"(136.92036628723145, 62.21228748233662, 532589, 52198, 0.0024563730861282967, 823.4763966811408, -1.222107313562382, -2.3811102426989934, -3.1455498512889077, -6.394427470552742, -4.3094321376311475)"
2002,1.0,"(111.51457977294922, 29.714455232725246, 521266, 51940, 0.002428093308347903, 814.6756928532478, -0.8180453392588973, -1.1410183488290941, -1.2390512838675098, -2.4887659119195353, -1.7690860290374155)"
2003,1.0,"(132.59441471099854, 67.18007090707329, 526798, 35964, 0.005118208851116208, 818.9872072794509, -0.8999077993748543, -0.7109967077179752, -1.6496179840271914, -3.458002961364444, -1.451279315680738)"
2004,1.0,"(107.3362455368042, 60.80170715693518, 527254, 47068, 0.002990737234193479, 819.3415911082468, -0.7113302973135829, -0.975443585781264, -1.2943728525852558, -2.4886844657060845, -1.7408221910052666)"
2005,0.0,"(152.89212608337402, 60.47473610082633, 528846, 31341, 0.006765710162459186, 820.5776259897731, -1.1603854927384494, -2.2936497473882915, -1.847650069270975, -3.77685216153909, -2.9008840168130368)"
2006,1.0,"(100.24419403076172, 64.93996756404854, 526620, 43100, 0.0035624819488126284, 818.8488316218271, -0.5495553583468491, -0.7222127316642852, -0.6481065900493482, -1.3614140481161647, -0.9902240491397106)"
2007,0.0,"(149.10327911376953, 60.903415802160275, 524886, 41482, 0.003833147037900137, 817.4996095888123, -0.8150181952205094, -1.5098313195410225, -1.6916228167458351, -3.5205052611157734, -2.3727546209339616)"
2008,0.0,"(149.22224712371826, 55.783790337030034, 528412, 38057, 0.004584726522163626, 820.2408514043889, -0.8441881803459168, -1.161048076203266, -0.9980725430784758, -1.034596452706685, 1.5736195622890117)"
2009,0.0,"(97.9878921508789, 79.8291025736399, 496284, 35146, 0.00504880187635873, 794.9140923517116, -1.0143748673447095, -1.793892817783536, -3.0328407630605185, -6.043446609515863, -3.9258417609143046)"
2010,1.0,"(133.19067287445068, 65.13390900648818, 534831, 39138, 0.004387621725135332, 825.2078398502113, -0.7839179473105737, -0.7144803955090503, -0.4907003740074989, 1.356900741926169, -0.9360145779028648)"
2011,0.0,"(110.55388736724854, 54.79316860393373, 522254, 35389, 0.005240286811041902, 815.4473895942751, -1.4087344316048682, -2.598538094894236, -3.0598479367890823, 4.945003545750427, 3.4600197398871275)"
2012,1.0,"(103.71885967254639, 66.73311464052351, 517672, 37230, 0.0046933016356329755, 811.8623415346601, 0.5855884914858899, 1.5084038536708213, 3.7834855311780187, -7.336898844693278, -4.588338751116245)"
2013,1.0,"(120.01848602294922, 71.90086508156828, 518776, 36059, 0.005013746630629521, 812.7275792413648, -0.16943803689087245, 0.957806038436269, -0.49780818792294046, -0.6088066235681533, 0.5520918976893598)"
2014,1.0,"(129.8314437866211, 64.16972304517459, 522439, 40902, 0.003924247269471678, 815.5918063050252, -0.8197557822078048, -0.7283281919140729, -0.7756143275776133, -1.3022476603774173, 1.13187629797219)"
2015,0.0,"(127.17830085754395, 64.15664603247261, 523686, 12028, 0.045487701139084305, 816.5645866826325, -1.1378723187515731, -2.1721189686564992, -2.553509786376776, -5.204798015849545, -3.572567490214859)"
2016,1.0,"(143.06630897521973, 62.74579552730749, 527888, 24337, 0.011199988313271873, 819.8340544226957, -0.9454659644265789, -1.3533058904085598, -1.3631277211578774, -2.410372490761646, -2.0351554415953026)"
2017,1.0,"(142.21024227142334, 71.47280217141008, 536279, 37809, 0.004714224634251968, 826.3241675099599, -0.8805265695071092, -1.2997882921844333, -1.0715273077610075, -2.653728067669166, -1.5986174936501016)"
2018,0.0,"(119.33573722839355, 49.72506128148857, 528985, 24418, 0.011148926246925194, 820.6854577557287, -0.8419705262785981, -1.100174988285263, -1.8428646929860875, -3.914439563374793, -1.4469665418035975)"
2019,0.0,"(124.39599895477295, 42.34553897216492, 527945, 42545, 0.0036652321654642587, 819.8783150231536, -0.9823547878940252, -1.5361299684260317, -1.6142873782111844, -3.441021482716078, -1.848635437180973)"
2020,1.0,"(105.58330917358398, 66.66185769061065, 522427, 36235, 0.005000102953921176, 815.582439510168, 0.3955243006156961, 0.8945310831303434, 2.283416539758606, 4.4913095918426595, 2.733616808215274)"
2021,0.0,"(108.33666133880615, 60.10308753045007, 524483, 48141, 0.0028438786796748405, 817.1857170443768, -0.670773848723414, -0.8997407719758522, -1.2879356280267547, -2.133171450015029, -1.6058984531754887)"
2022,1.0,"(104.63543033599854, 69.67691253616904, 516234, 31616, 0.006489969005010377, 810.7339533637481, 0.5891532905146345, 1.439292644262615, 4.379223929608466, -8.150820427070514, -5.157863115059725)"
2023,1.0,"(158.89232063293457, 66.21966639896036, 528473, 32242, 0.006388350274689798, 820.2881944321921, -0.9178516923891721, -1.367846357089385, -0.319648978269557, 1.3179073410409887, -1.0015478922279784)"
2024,0.0,"(121.69535636901855, 52.98052318371221, 526082, 55670, 0.0021331473894472455, 818.4304528628953, -0.5243079313662049, -0.012975105038852072, -0.19840528795713305, -0.24442382302248944, 0.04551260192819286)"
2025,1.0,"(111.66740608215332, 63.0769248613597, 525563, 40349, 0.0040566645371990975, 818.0266467845936, 0.5534982388559072, 1.3688254696498061, 2.7636520190090508, 5.57443301248018, 3.4914973854118356)"
2026,1.0,"(129.65541172027588, 70.33590954131445, 527211, 37032, 0.004831032859880984, 819.3081798806661, -0.8793627773725963, -1.1603312055703676, -0.9674782432432795, -2.4316201525039864, -1.5281936797396627)"
2027,0.0,"(137.03938674926758, 49.69997666171549, 537502, 55067, 0.002227445641183563, 827.2658591856909, -0.8009564996845617, -1.325726469519294, -1.0448542387530897, -2.4454321633801093, -1.6698310080826)"
2028,1.0,"(169.00185298919678, 59.431149063398806, 530671, 28010, 0.008499805764137886, 821.9922763895981, -1.047656236283231, -1.5915368944706734, -0.7963756873788754, 2.323977796196747, 1.5921441216916914)"
2029,1.0,"(91.41347599029541, 61.433892920781325, 522567, 36980, 0.004801954393392471, 815.6917120907995, -0.763053324250708, -1.1675409249923967, -1.503888757434522, -3.043399195431875, -2.0794609484882276)"
2030,1.0,"(141.78848266601562, 67.0489153378678, 532338, 45085, 0.003291040180228485, 823.282328709433, -0.2323593911629639, 0.2769647991874047, 0.18244757256251865, 0.35459450888172356, -0.6217932952997506)"
2031,0.0,"(118.76203060150146, 65.01872500695511, 523901, 43735, 0.0034419204583982653, 816.732190333096, -0.2701222786985744, 1.4166360031856127, -0.7332087389236532, -0.7691410609487428, -0.2587769077740247)"
2032,0.0,"(109.62189674377441, 62.22234120220991, 524055, 59686, 0.0018485950414985975, 816.8522201819529, -1.0978444678512704, -1.8085284885578, -1.9523413069086564, 4.292591739458111, 2.564274964853826)"
2033,1.0,"(126.20900344848633, 60.262426350425166, 529122, 44027, 0.003430263608066125, 820.7917241233362, -0.7866613129401032, -0.7878871644098917, -1.080468836738435, 0.8507798325388602, -1.471784911980877)"
2034,1.0,"(135.46028423309326, 69.89875572552135, 529932, 33244, 0.006025643893854081, 821.4197334010148, -0.9735871346413731, -1.457630289585316, -0.9637095195555672, 2.182670081821283, 1.2123606223327459)"
2035,1.0,"(177.183669090271, 55.99085232395304, 529030, 52551, 0.0024072887993598887, 820.7203642844761, -0.7533815931469107, -0.5611021183921256, -0.8256029710411175, -1.6729223599391143, 0.5375044571000436)"
2036,1.0,"(110.6957778930664, 70.4074728268934, 509223, 34162, 0.005483164792238507, 805.2098240140106, 0.6176738342048637, 1.5842356263267718, 3.856452247853231, -8.251437628412681, 4.878302070191403)"
2037,0.0,"(113.71894454956055, 46.95255746823088, 525052, 54560, 0.002216478167586262, 817.6288702353205, -0.6533502749910355, -0.7669079211132662, -0.33062667025200154, -0.7729426999120841, -0.28084500014460956)"
2038,1.0,"(171.40675449371338, 45.84965799427315, 530906, 40232, 0.004121774729996975, 822.1742599578062, -0.9986378802121489, -1.615028556518087, -1.455684938225613, -3.1943430974387987, -2.2530903115831404)"
2039,1.0,"(114.56735706329346, 67.34102766823388, 523295, 42213, 0.003690319887242391, 816.2596937018188, -1.0478502486941774, -1.8684789700547337, -2.7209924236601286, -5.598081665500602, -3.570345708451097)"
2040,1.0,"(122.63223171234131, 69.47535344989616, 525009, 25010, 0.010547492590127635, 817.5953890170022, -1.078476721346726, -1.5719336432331463, -1.8819555078989343, -4.153440414216005, -2.6671396167095547)"
2041,0.0,"(108.76592063903809, 51.917781104517935, 526636, 57073, 0.002031697304702673, 818.8612708396626, -0.8574240501072152, -1.3830573250252507, -1.8746645190843956, -4.018535915660114, -2.183490069557505)"
2042,0.0,"(162.71067428588867, 50.161317376720234, 529054, 42656, 0.003653840714885623, 820.7389804927732, -0.5647118313659054, -0.6391989526826487, -1.2174142632400677, -2.4589944948438434, -1.3716932996320526)"
2043,1.0,"(112.17897987365723, 68.80298640990895, 527733, 44694, 0.0033199050798491843, 819.713684564142, 0.6230532596021952, 1.6570607289242596, 3.49977820597979, 7.246125701977819, 4.571488890218246)"
2044,1.0,"(140.6434621810913, 67.4003033716115, 522679, 26868, 0.009098592953403121, 815.7791196167196, -0.9865808809455661, -1.6292679077721097, -1.5924619878066515, 3.679383995186472, 2.4004671421090467)"
2045,0.0,"(95.16587162017822, 63.19868882662345, 509042, 45038, 0.003153590418399571, 805.0667080006953, -1.3410950927122343, -2.2381557589103354, -3.6587511029956654, -7.268551465019658, -4.741895106415739)"
2046,0.0,"(118.32211971282959, 51.4817951727967, 531763, 47140, 0.0030071065979561133, 822.8375781568343, -1.0634131319978855, -2.110801324516658, -2.244469585640015, -4.513471389886503, -3.2941463965614988)"
2047,1.0,"(102.53627872467041, 40.89620004178191, 530016, 64227, 0.0016145948780042555, 821.4848328133345, -0.4808319901192273, 0.21413239999423878, 0.061054303732974255, 1.858409484726527, -0.27637695788478733)"
2048,0.0,"(87.85657501220703, 62.03444208751343, 489519, 66457, 0.0013928294857273205, 789.4776429381723, -0.8812648528175391, -1.1062950568097318, -1.4824957114474457, -2.8799659500426427, -2.010126431054519)"
2049,1.0,"(84.4297866821289, 52.91546167271459, 524875, 39323, 0.0042655247389921805, 817.4910434022312, 0.5738582113846861, 1.4028973031274143, 3.708313927076832, 7.182870945755359, 4.788377082670893)"
2050,1.0,"(162.44576263427734, 55.82058166407008, 523224, 40537, 0.004001237318938403, 816.2043172849006, -0.8972628804050683, -1.0854643555561478, -0.4645077246367013, 0.8098724066960753, 0.6026201707062674)"
2051,0.0,"(113.65513134002686, 48.231376228501674, 532715, 64064, 0.0016310853490535426, 823.5738000164844, -0.4639596388170162, 0.7688716383184993, -0.270690300182901, -0.3227507958906278, -0.11402793099143164)"
2052,1.0,"(139.2646198272705, 67.65072374483994, 528648, 36515, 0.004982345583110142, 820.4239994327045, -0.6750786060016648, 0.29763017810223313, -0.46570569950093343, -0.87558591961054, 0.27148897142644585)"
2053,1.0,"(107.57441425323486, 38.922156891848104, 521587, 59818, 0.001831778029438681, 814.9264963294415, -0.5468623970900306, -0.7656778997045051, -0.6456667554896706, -1.4695571325563082, -0.929174165262983)"
2054,1.0,"(111.70961093902588, 68.97759509859982, 520659, 38059, 0.004516983435151714, 814.2012209044304, -0.9384626011496044, -1.5164994230380275, -1.304798592988051, -2.5849737537297246, -2.062963402747597)"
2055,1.0,"(105.70638656616211, 69.58297717007754, 524280, 38259, 0.004500968006934116, 817.0275567652238, -0.7186114108843754, -0.05421095379573531, -0.27451926203303645, -0.07183759632443773, 0.292765483716396)"
2056,0.0,"(108.97809219360352, 59.61826685296776, 520486, 35034, 0.005328923247364364, 814.0659418505518, -0.9577442906338148, -1.7226888855369904, -2.8550347194433567, -5.822114608775292, -3.6773652190007184)"
